id,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,name,artist,genre
4NioO5R9sHEZh4cGzMHyNt,0.0656,0.626,0.547,1.67e-05,4,0.149,-8.285,1,0.0342,109.946,4,0.192,Say Don't Go (Taylor's Version) (From The Vault),Taylor Swift,0
6T0sEnqjmHISIKwFETeeiP,0.198,0.699,0.621,0,0,0.104,-8.739,1,0.0369,118.048,4,0.344,Suburban Legends (Taylor's Version) (From The Vault),Taylor Swift,0
1hjRhYpWyqDpPahmSlUTlc,0.000418,0.575,0.824,0.0214,2,0.0901,-4.823,1,0.038,94.971,4,0.292,Style (Taylor's Version),Taylor Swift,0
45wMBGri1PORPjM9PwFfrS,0.0976,0.737,0.725,0,0,0.174,-5.417,1,0.0641,96.012,4,0.755,Blank Space (Taylor's Version),Taylor Swift,0
045ZeOHPIzhxxsm8bq5kyE,0.000512,0.547,0.885,9.37e-05,0,0.39,-5.961,1,0.0418,91.992,4,0.192,Out Of The Woods (Taylor's Version),Taylor Swift,0
1hR8BSuEqPCCZfv93zzzz9,0.00961,0.761,0.607,2.24e-05,7,0.367,-4.83,1,0.0312,116.98,4,0.674,Welcome To New York (Taylor's Version),Taylor Swift,0
1K39ty6o1sHwwlZwO6a7wK,0.0411,0.581,0.672,9.35e-05,8,0.118,-7.415,1,0.0739,140.061,4,0.514,Wildest Dreams (Taylor's Version),Taylor Swift,0
6GXgd1BPD9bUpqw5AntGV5,0.000718,0.586,0.72,0,0,0.0949,-5.556,1,0.035,97.057,4,0.481,All You Had To Do Was Stay (Taylor's Version),Taylor Swift,0
2vPMoMDXxu9uX1igWZmXSG,0.0068,0.651,0.855,9.81e-06,5,0.0759,-5.959,1,0.0538,121.98,4,0.698,New Romantics (Taylor's Version),Taylor Swift,0
2ByBBvpR9b7IynvRmnG7kG,0.276,0.771,0.386,2.01e-05,4,0.121,-8.917,1,0.0297,103.96,4,0.239,Clean (Taylor's Version),Taylor Swift,0
43y1WpBdnEy5TR9aZoSQL9,0.00357,0.669,0.851,1.04e-05,0,0.0676,-6.526,1,0.0432,118.026,4,0.541,I Wish You Would (Taylor's Version),Taylor Swift,0
3pv7Q5v2dpdefwdWIvE7yH,0.0103,0.632,0.807,1.27e-05,7,0.29,-5.676,1,0.0738,160.055,4,0.921,Shake It Off (Taylor's Version),Taylor Swift,0
64FzgoLZ3oXu2SriZblHic,0.0385,0.619,0.686,0,7,0.307,-6.369,1,0.164,169.943,4,0.364,Bad Blood (Taylor's Version),Taylor Swift,0
75W3SngKzTuoQ94uLf3y82,0.00209,0.754,0.682,9.88e-06,5,0.0941,-5.789,1,0.0565,120.027,4,0.547,How You Get The Girl (Taylor's Version),Taylor Swift,0
2f0GI2ZLUtbGqFx8t2Gk6A,0.087,0.575,0.803,0,0,0.0971,-5.393,1,0.0465,160.039,4,0.68,I Know Places (Taylor's Version),Taylor Swift,0
2ve0kuaWUCt4Zx8x4bf1MR,0.00933,0.462,0.708,1.88e-05,3,0.198,-5.971,1,0.0555,183.811,4,0.337,Wonderland (Taylor's Version),Taylor Swift,0
56y1jOTK0XSvJzVv9vHQBK,0.255,0.864,0.556,3.85e-06,2,0.112,-7.683,0,0.194,99.974,4,0.726,Paint The Town Red,Doja Cat,0
4UwqOWDpdeIDVQDuKT6iza,0.609,0.537,0.495,2.49e-06,9,0.112,-9.416,1,0.0573,84.948,4,0.492,You Are In Love (Taylor's Version),Taylor Swift,0
5QVVjX0ZItqlVpEuVCM9Yg,0.299,0.474,0.511,0,1,0.0673,-8.766,0,0.0339,144.022,4,0.0586,This Love (Taylor’s Version),Taylor Swift,0
5PyDJG7SQRgWXefgexqIge,0.183,0.755,0.687,0.000177,8,0.125,-6.247,0,0.101,123.01,4,0.381,Agora Hills,Doja Cat,0
7K3BhSpAxZBznislvUMVtn,0.467,0.492,0.675,0,6,0.142,-5.456,1,0.0389,203.759,4,0.478,Last Night,Morgan Wallen,0
6qAcApH8obo8eqatCKUHd9,0.0104,0.602,0.648,0,2,0.217,-6.905,1,0.103,170.091,4,0.174,Bad Blood (feat. Kendrick Lamar) (Taylor's Version),Taylor Swift,0
0xxZY5C9xxij3D1HkzbnfC,0.375,0.541,0.504,0,11,0.421,-14.191,0,0.457,68.482,4,0.707,Monster Mash,"Bobby ""Boris"" Pickett",0
3mhsDyQpX2L8sJMdWUHOi3,0.767,0.567,0.508,0,7,0.145,-12.823,1,0.0502,167.63,4,0.647,This Is Halloween,The Citizens of Halloween,0
3WMj8moIAXJhHsyLaqIIHI,0.555,0.369,0.192,8.35e-06,4,0.0954,-12.151,0,0.04,175.212,3,0.148,Something in the Orange,Zach Bryan,0
1yeB8MUNeLo9Ek1UEpsyz6,0.0377,0.645,0.729,0,2,0.384,-4.56,1,0.0528,146.01,4,0.142,Rich Baby Daddy (feat. Sexyy Red & SZA),Drake,0
2LlQb7Uoj1kKyGhlkBf9aC,0.0318,0.771,0.687,0.000225,11,0.89,-9.814,1,0.0693,118.392,4,0.783,Thriller,Michael Jackson,0
68Dni7IE4VyPkTOH9mRWHr,0.324,0.69,0.521,0,10,0.0534,-8.492,0,0.339,100.028,4,0.494,No Role Modelz,J. Cole,0
30QYxvXOJZhGBF6DvpNb8w,0.406,0.345,0.513,0,6,0.149,-6.633,1,0.0553,145.298,4,0.189,I Knew You Were Trouble - Spotify Singles,Sabrina Carpenter,0
2PStUfFvW2nFnPj658cDWE,0.392,0.38,0.441,0.00018,0,0.119,-9.522,1,0.122,78.25,4,0.5,alone,WILLOW,0
2UOmGbjOCNrnpnujfgjGKS,0.883,0.292,0.244,0.00262,10,0.237,-11.741,1,0.0321,60.305,4,0.179,Christmas Dreaming,Laufey,0
1c4hrCYvdfJ6IQM0tf9bk1,0.22,0.631,0.669,5.78e-06,9,0.158,-7.156,0,0.03,100.043,4,0.539,ALICE,PEGGY,0
2GSLoT7abyYGchSSDCpWEI,0.886,0.569,0.271,0,10,0.103,-10.969,1,0.0271,91.888,4,0.352,Heather - Spotify Singles,Tate McRae,0
5sp71CUt0jXRNqHblPGp7b,0.0557,0.385,0.873,0,1,0.353,-3.331,1,0.069,120.393,4,0.469,ballad of a homeschooled girl,Olivia Rodrigo,0
5QQH0yRUbD4fYqNWKiPX9I,0.325,0.838,0.791,0,10,0.0742,-4.151,1,0.0519,120.032,4,0.724,i can't get my shit together,Baby Queen,0
6ulsl4FHrnizQRUi4ra6yY,0.187,0.527,0.712,0,6,0.154,-5.057,0,0.103,106.973,4,0.257,Cleveland,maryjo,0
5HCyWlXZPP0y6Gqq8TgA20,0.0383,0.591,0.764,0,1,0.103,-5.484,1,0.0483,169.928,4,0.478,STAY (with Justin Bieber),The Kid LAROI,0
7AbqgE05nFl9qY4FRUiq2p,0.508,0.507,0.394,0,6,0.0825,-7.188,0,0.035,77.955,4,0.164,Shot Glass of Tears,Jung Kook,0
79SnA3wt0c7znm70kwRxEm,0.152,0.657,0.563,9.91e-06,5,0.193,-6.696,0,0.259,180.154,4,0.793,Pink Noise,Zoe Ko,0
5OHNBi6tsE0acRA9Kt4ybC,0.0778,0.802,0.507,0,3,0.113,-6.584,1,0.193,142.967,4,0.7,All My Life (Stray Kids Remix),Lil Durk,0
29WxJqIfDRMo9isV07kbJP,0.0151,0.589,0.908,0,8,0.338,-4.433,1,0.109,170.019,4,0.501,PARANOIA,HEARTSTEEL,0
4mOMTUl8XiaqILHwh8zm4H,0.143,0.767,0.47,0.888,11,0.114,-13.287,1,0.105,97.651,3,0.501,Le Monde - From Talk to Me,Richard Carter,0
0Vz146N2GxkVJw4kSGXrNi,0.00506,0.749,0.652,8.92e-06,9,0.238,-5.611,1,0.0575,111.945,4,0.625,You & Me (Coachella ver.),JENNIE,0
0qvzXomUDJVaUboy2wMfiS,0.712,0.677,0.401,0,9,0.116,-8.467,1,0.0308,111.825,4,0.195,This Town,Niall Horan,0
1p5GikXPiCkw5T2VrSPrO1,0.186,0.64,0.794,0.00095,7,0.225,-8.267,1,0.0815,129.117,4,0.487,Pretty Girl (with Rema),Ice Spice,0
3RWl1dP90FXmZDUeIAO20j,0.484,0.532,0.609,0.0251,10,0.367,-5.75,0,0.0491,143.636,4,0.398,if u think i'm pretty,Artemas,0
08Dzq5yOCVQzGcsGp5egm5,0.309,0.485,0.314,0,6,0.102,-9.595,1,0.0247,80.021,4,0.18,control,44phantom,0
7Jxu0zcT6v2dHj5JPzeEJL,0.0189,0.817,0.462,0,6,0.077,-6.81,0,0.0788,109.968,4,0.377,Love and War,Max Drazen,0
4WMuO95Swpnr2cShFGxmgI,0.407,0.675,0.893,2.91e-06,4,0.237,-4.061,1,0.288,123.939,4,0.646,PANIC ATTACK,Clinton Kane,0
6IPwKM3fUUzlElbvKw2sKl,0.113,0.566,0.366,0.181,7,0.155,-12.808,1,0.028,129.96,4,0.237,we fell in love in october,girl in red,0
3Sda4D07uUlpyI0aa9WMWH,0.765,0.566,0.356,0.000277,9,0.0928,-11.757,1,0.0455,132.825,4,0.306,Stranger,Thomas Day,0
0EF1EE8zusg3Y869e56JFd,0.863,0.421,0.394,4.74e-06,11,0.0984,-8.312,1,0.0277,96.192,3,0.399,Nothing's New,Rio Romeo,0
5FMXrphygZ4z3gVDHGWxgl,0.333,0.606,0.899,0.000102,7,0.0754,-6.412,0,0.0758,116.735,4,0.66,Copacabana (At the Copa),Barry Manilow,0
3iISGrl3JKqPQ4GLqPjVkt,0.164,0.242,0.731,1.21e-06,8,0.292,-4.828,0,0.0833,180.057,4,0.265,World Burn,Taylor Louderman,0
7CyPwkp0oE8Ro9Dd5CUDjW,0.0545,0.522,0.641,0,8,0.162,-6.287,1,0.0318,87.51,4,0.202,"One Of The Girls (with JENNIE, Lily Rose Depp)",The Weeknd,0
2djNsYsA71cIs4A8YaF59J,0.109,0.584,0.582,0,10,0.323,-5.124,1,0.0429,170.996,4,0.48,WHAT JUST HAPPENED,The Kid LAROI,0
4YQgOgIElFtEvwJQ9ArWL7,0.000915,0.752,0.647,0.00167,10,0.706,-6.258,1,0.0316,119.999,4,0.253,FΛSHION,Britney Manson,0
4bqDgEc3V9o0gle8mvgCgN,0.515,0.59,0.584,0.00658,7,0.0918,-7.965,1,0.031,140.005,4,0.274,Capable of love,PinkPantheress,0
5dLhmqJRJiV0RyRwv7VUdv,0.0167,0.581,0.73,0,11,0.289,-3.903,1,0.0468,82.527,4,0.59,Friends With Your EX,Landon Barker,0
2I0QVWKZuHhG2GSRGMiO0U,0.336,0.7,0.832,1.27e-06,11,0.246,-5.021,1,0.165,96.027,4,0.771,I’m So Good At Being Alone,Knox,0
4PMdq7Q7xOFrY424ZelZEb,0.188,0.423,0.857,2.63e-05,2,0.105,-5.173,1,0.0687,75.024,4,0.196,Radio,Lana Del Rey,0
2iFoEIA2RSH1wt4i1LRiia,0.00427,0.709,0.842,0.00818,9,0.0815,-4.232,1,0.0276,103.074,4,0.809,Bite Marks,Ari Abdul,0
1imbsYvtz61ZvUgGqKCr3j,0.77,0.431,0.323,0,11,0.0862,-8.767,1,0.0347,63.614,4,0.131,Intrusive Thoughts,Natalie Jane,0
1AWQoqb9bSvzTjaLralEkT,0.201,0.892,0.714,0.000234,4,0.0521,-6.055,0,0.141,100.972,4,0.817,Rock Your Body,Justin Timberlake,0
1MZHbJsMBbq5P3Mq4xgu8G,0.0397,0.677,0.514,0.000662,10,0.336,-6.301,1,0.0301,98.968,3,0.46,mad's world,Mad Tsai,0
1Onx2O64wzyA7ZzOsBBqBJ,0.295,0.654,0.872,0,5,0.0955,-3.263,0,0.141,82.667,4,0.867,The Way (feat. Mac Miller),Ariana Grande,0
0lx2cLdOt3piJbcaXIV74f,0.833,0.392,0.574,0.00179,7,0.145,-9.195,1,0.17,81.112,4,0.529,willow,Taylor Swift,0
6BIlXbxx0kRiUdnmX8L1I9,0.497,0.449,0.33,3.24e-05,4,0.0737,-8.34,1,0.0333,152.012,3,0.213,Kissing In Swimming Pools,Holly Humberstone,0
5nCthAh3jt4xKuLJAifAaR,0.185,0.722,0.757,6.32e-06,10,0.126,-6.207,0,0.132,140.094,4,0.721,Harleys In Hawaii,Katy Perry,0
4C7qGYJ9vMAzX95o2xTdhA,0.0778,0.851,0.709,0.00266,5,0.0845,-3.758,0,0.0449,119.989,4,0.909,SUCKER 4 GREEN,LIL TAY,0
1In2l2VqjtZIW9loAA341S,0.0325,0.791,0.726,0,1,0.338,-4.897,0,0.0574,99.997,4,0.733,jupiter,sad alex,0
59Y1f3y8FuLjadWY9Bx2LC,0.97,0.521,0.141,0.000114,10,0.0992,-14.915,1,0.03,92.06,4,0.235,Letter To My 13 Year Old Self,Laufey,0
2rBFMlKf43Ddo82b2WWYNN,0.846,0.407,0.378,0.000758,3,0.107,-9.544,1,0.0314,118.818,4,0.187,Ryder,Madison Beer,0
4rHZZAmHpZrA3iH5zx8frV,0.234,0.574,0.512,0,5,0.0946,-6.664,0,0.0503,76.899,4,0.512,Mirrors,Justin Timberlake,0
00Apys6jYrWA0Bse9Yon6O,0.247,0.632,0.832,0,11,0.349,-3.542,0,0.0465,110.025,4,0.289,Crush,Bella Poarch,0
25FTMokYEbEWHEdss5JLZS,0.346,0.625,0.85,0.000233,4,0.174,-3.904,1,0.0495,94.661,4,0.633,Teenage Dirtbag,Wheatus,0
1558CwDaXSZiCplq9AaH0q,0.26,0.813,0.657,0,7,0.0671,-6.572,1,0.0665,95.969,4,0.805,It Is What It Is,Jenna Raine,0
5UkqH9t76GxI48YHA0thsy,0.208,0.688,0.611,0,11,0.337,-5.298,1,0.0423,125.015,4,0.478,Honeymoon Avenue,Ariana Grande,0
1EMWN9uomtQxEw2mZKrb2C,0.383,0.827,0.8,0.00164,7,0.102,-4.821,0,0.11,142.667,4,0.514,girls like me don't cry (sped up),thuy,0
3ItJaK3oSkvCE4QiLkaxbi,0.0222,0.707,0.678,0,2,0.319,-4.87,1,0.0728,130.054,4,0.543,leave me for dead,GAYLE,0
28PCjIXE4NJWDIqpRsD3rl,0.404,0.755,0.597,0,2,0.278,-5.843,1,0.0371,120.035,4,0.728,Cupid – Twin Ver. (feat. Sabrina Carpenter),FIFTY FIFTY,0
2ogKhhoMClkFXek7ZgxAhN,0.0197,0.377,0.651,5.31e-05,4,0.174,-5.437,0,0.0589,129.607,4,0.0851,Shameless,Camila Cabello,0
4Bdpn1gSDegE9ZXOIOO0tz,0.00457,0.648,0.786,0.125,7,0.237,-8.463,1,0.0357,130.027,4,0.561,Smooth Operator,MOONLGHT,0
5zQR0qoA4S1Iwj2bAwW03a,0.815,0.757,0.405,1.16e-06,3,0.143,-10.403,1,0.0902,83.024,4,0.332,Best Friend,Laufey,0
4KGGeE7RJsgLNZmnxGFlOj,0.942,0.449,0.353,0.0786,7,0.109,-12.986,1,0.0915,165.888,4,0.55,Falling Behind,Laufey,0
43MifzVnh8W3jJN0xqU9jR,0.106,0.633,0.643,0.00831,0,0.78,-8.122,1,0.0252,103.842,4,0.472,Wasted Summers,juju<3,0
190jyVPHYjAqEaOGmMzdyk,0.000688,0.602,0.843,5.27e-05,0,0.0682,-4.831,1,0.0593,128.003,4,0.526,Beauty And A Beat,Justin Bieber,0
7r2DoJ1tzl12CJ3fbsmoUT,0.883,0.51,0.202,1.59e-06,0,0.119,-13.051,1,0.0477,104.967,4,0.139,anatomy,kenzie,0
2NbsBSshscKIPRG3kwBbfo,0.499,0.436,0.409,0.000166,5,0.38,-4.438,1,0.0533,98.357,3,0.363,Never Felt So Alone,Labrinth,0
1Y3LN4zO1Edc2EluIoSPJN,0.777,0.551,0.55,0,10,0.202,-5.339,1,0.0286,101.19,3,0.342,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,0
7aqfrAY2p9BUSiupwk3svU,0.0277,0.47,0.64,0,2,0.382,-7.779,1,0.32,163.92,4,0.248,First Person Shooter (feat. J. Cole),Drake,1
1xWkeSPhf3bZqHY7Ncz8vp,0.134,0.731,0.667,0,7,0.114,-7.928,0,0.0815,123.042,4,0.485,500lbs,Lil Tecca,1
2Gk6fi0dqt91NKvlzGsmm7,0.0585,0.773,0.635,0,10,0.132,-5.06,1,0.0452,121.879,4,0.476,SAY MY GRACE (feat. Travis Scott),Offset,1
2YSzYUF3jWqb9YP9VXmpjE,0.0464,0.663,0.67,8.92e-05,8,0.205,-8.399,1,0.271,136.952,4,0.138,IDGAF (feat. Yeat),Drake,1
6wsqVwoiVH2kde4k4KKAFU,0.0186,0.927,0.619,0,5,0.104,-4.441,0,0.0539,117.995,4,0.817,I KNOW ?,Travis Scott,1
0zbGWzQkLY5wn4xyiLYEi0,0.0107,0.909,0.564,0,2,0.109,-7.483,1,0.31,146.94,4,0.548,Glizock & Wizop (feat. Key Glock),Gucci Mane,1
4367dXCt02KMgELPisJ2D4,0.0724,0.736,0.645,0.00086,1,0.136,-5.195,1,0.0807,132.024,3,0.201,HVN ON EARTH (with Kodak Black),Lil Tecca,1
35gu7pEQ2gOLUvskspCD3Y,0.225,0.805,0.63,0,1,0.204,-6.467,0,0.174,129.232,4,0.567,Bachelor,Turbo,1
7idI4LLo9LVLqrvvzhSj3n,0.0981,0.877,0.229,0,1,0.139,-15.385,1,0.553,134.991,4,0.336,First Day Out (Freestyle),Rundown Spaz,1
6N7TGPYfGP2oxiy9Cpaz9G,0.00789,0.886,0.558,0,1,0.133,-7.806,1,0.346,75.499,4,0.614,Presha (with Lil Wayne),2 Chainz,1
7LTCmtMpf3JPfBE8gAl64z,0.577,0.869,0.557,0,11,0.139,-7.112,0,0.384,124.927,4,0.629,Turn Yo Clic Up (feat. Future),Quavo,1
4rXLjWdF2ZZpXCVTfWcshS,0.119,0.847,0.622,0,1,0.285,-6.747,0,0.0903,130.001,4,0.22,fukumean,Gunna,1
2Ge2ZhznMuO22wIQ9Z5Wql,0.385,0.772,0.759,0,4,0.244,-4.204,0,0.0303,137.026,4,0.137,Hope You Know,Kodak Black,1
11BbPUv7NlzlcbY7AmHHKy,0.102,0.867,0.673,0.019,6,0.104,-6.928,0,0.101,103.014,4,0.567,AT THE PARTY (feat. Pharrell Williams & Travis Scott),Kid Cudi,1
3Kh8X9lHztqVBTgw30HbXn,0.709,0.816,0.649,0,0,0.52,-5.12,0,0.242,138.056,4,0.686,Cobra,Megan Thee Stallion,1
3ScMs95OaNlkrZuRe7gyYa,0.0195,0.831,0.793,0,1,0.259,-4.127,1,0.369,144.967,4,0.833,PISTOL PACCIN,NLE Choppa,1
2nibvvDdAQkVraYP00z2RS,0.0548,0.571,0.55,0,0,0.179,-6.567,1,0.106,120.947,4,0.104,Calling For You (feat. 21 Savage),Drake,1
6Qc90FMwNUjJ2M893RdYUg,0.0538,0.677,0.658,0,2,0.167,-6.223,1,0.293,189.976,4,0.164,BROAD DAY (feat. Future),Offset,1
7GkZ2cx7i74zu1piQy3i6T,0.0137,0.915,0.618,5.23e-06,7,0.18,-8.581,1,0.0881,140.964,4,0.154,Baller,NAV,1
5gzEL5O1ubbtIHUhLkSMTz,0.00412,0.746,0.549,1.02e-06,9,0.331,-7.459,1,0.348,164.928,4,0.491,Loop Hole (feat. 21 Savage),Tee Grizzley,1
5ia8VbDkfzWBjC6f3bOTt1,0.119,0.822,0.64,2.17e-06,8,0.29,-10.131,1,0.31,142.106,4,0.611,24 hours to live,Joyner Lucas,1
2IGMVunIBsBLtEQyoI1Mu7,0.269,0.868,0.538,3.34e-06,5,0.0901,-8.603,1,0.174,99.968,4,0.732,Paint The Town Red,Doja Cat,1
1i9lZvlaDdWDPyXEE95aiq,0.575,0.458,0.535,0,5,0.168,-4.854,0,0.0281,82.826,4,0.216,TELEKINESIS (feat. SZA & Future),Travis Scott,1
4EKfEZ89t2DzU41RbsyFC6,0.531,0.646,0.758,0,2,0.363,-5.673,1,0.398,73.318,4,0.407,Big Dog (with Lil Wayne),Benny The Butcher,1
3h4HlcmWdexWJ6SSyZG67E,0.0543,0.799,0.751,0,8,0.432,-3.848,1,0.313,131.073,4,0.72,To The Bank,Lil Wayne,1
3kfhS2L56Wj8fBcu7xE47H,0.13,0.544,0.496,0,0,0.166,-12.032,1,0.21,103.148,5,0.314,Turks & Caicos (feat. 21 Savage),Rod Wave,1
6ulEymrJ2Azx1uo3YHSE5w,0.379,0.862,0.621,0,2,0.415,-7.423,1,0.283,124.081,4,0.239,Bent,41,1
3CUMd8XMv3LBSLrDrKoXQE,0.0111,0.542,0.695,0,11,0.114,-6.539,0,0.183,70.934,1,0.306,From A Man,Young Thug,1
2hkcNrUwTVwKqjfUO1Kx3d,0.132,0.558,0.657,0,1,0.147,-4.853,1,0.232,91.306,4,0.5,Did Me Wrong,A Boogie Wit da Hoodie,1
6xVdq7lcNHpELteLBfrkY2,0.00905,0.715,0.673,0,1,0.109,-4.553,1,0.329,88.536,4,0.203,Lyrical Eazy,Rick Ross,1
7icwQvajsokotDfM3tefW6,0.231,0.739,0.536,0,1,0.35,-10.843,1,0.308,82.549,4,0.64,SkeeYee,Sexyy Red,1
67nepsnrcZkowTxMWigSbb,0.012,0.557,0.774,0,7,0.396,-5.275,0,0.351,111.975,4,0.397,MELTDOWN (feat. Drake),Travis Scott,1
545yB924QumhJ43PN4ufyF,0.193,0.664,0.777,0,0,0.437,-4.669,0,0.338,152.232,4,0.757,Deep Down,YoungBoy Never Broke Again,1
2eLrDMQnosvAOTzoZ8bRZZ,0.000235,0.899,0.648,0.000802,6,0.221,-6.104,1,0.463,155.002,4,0.424,No Hook 2,Key Glock,1
6GeNWEE6sxYf5hMO93gw42,0.183,0.83,0.831,0,11,0.259,-3.743,1,0.213,169.998,4,0.96,Different Breed (feat. Swae Lee & Latto),Mike WiLL Made-It,1
166lmjn9xjWj1AEdGX8PYh,0.271,0.676,0.844,0,5,0.0994,-4.831,0,0.407,163.992,4,0.424,FAN,Offset,1
2XkuWK1lXOPkxdWdM78Q0l,0.000156,0.831,0.362,0.0162,1,0.168,-6.085,1,0.229,139.941,4,0.313,Demons,Doja Cat,1
2c7sRekhMGlj7u1WIIzoQu,0.00437,0.538,0.669,1.03e-05,1,0.43,-4.97,1,0.0518,141.659,4,0.0389,Fighting My Demons,Ken Carson,1
3FjK86616FbluOfTxNK2gY,0.399,0.931,0.401,2.05e-06,0,0.266,-8.756,1,0.158,128.871,4,0.613,A N X I E T Y (feat. Doechii),Sleepy Hallow,1
6WYo4HDHHvMJZU1lNebB3V,0.142,0.752,0.643,0,7,0.0889,-5.561,1,0.458,175.988,4,0.805,Kat Food,Lil Wayne,1
3MbOT5mzE94Ne0Hv51akoS,0.199,0.831,0.439,0.00153,5,0.133,-7.892,0,0.323,105.104,4,0.353,Brand New,Tyga,1
4hGmQboiou09EwhcTWa0H6,0.252,0.67,0.562,0,5,0.242,-7.653,0,0.233,97.919,4,0.18,Another One Of Me (feat. 21 Savage),Diddy,1
2z2gqgwu1GCurpZJYzcytE,0.0761,0.741,0.509,2.9e-06,10,0.114,-12.639,1,0.0532,152.078,4,0.345,Boyz Don't Cry,Rod Wave,1
1BmI4EYdfzbg8DlV6pHYrY,0.00933,0.908,0.561,0,4,0.111,-7.683,0,0.301,146.018,4,0.559,Peaches & Eggplants (feat. Latto & Sexyy Red),Young Nudy,1
0Yn7YAYQVEtOZYJDhRN1Le,0.0243,0.582,0.66,0,5,0.113,-5.624,1,0.351,82.141,4,0.531,Go Again,42 Dugg,1
1llzRvV9QpuNHjPu0rVQSp,0.00209,0.852,0.735,0,5,0.103,-3.6,1,0.161,90.505,4,0.572,There I Go (feat. J. Cole & Mike WiLL Made-It),Gucci Mane,1
4YQImHflXSiIMXntcwPkx8,0.0791,0.726,0.738,0,0,0.0297,-4.788,1,0.355,121.953,4,0.896,Bongos (feat. Megan Thee Stallion),Cardi B,1
4hrd3G5XnJzDC5LZw0Fwgu,0.00654,0.707,0.645,2.38e-06,6,0.344,-5.395,0,0.321,150.014,4,0.524,ISSA PARTY (feat. BabyDrill),Latto,1
39fKVWP7D9qAmkM8qjRQoC,0.472,0.621,0.462,0,11,0.153,-6.268,1,0.428,89.23,4,0.267,Thang For You (feat. NoCap),Rylo Rodriguez,1
59GEWDzQgCXM55aGZDWSrQ,0.00555,0.882,0.569,0,1,0.107,-5.934,1,0.3,145.995,4,0.394,NO FINSTA,DaBaby,1
